anio,numero,asignatura,tema,enunciado,opcion_1,opcion_2,opcion_3,opcion_4,respuesta_correcta
2025,12,Fisiología y Anatomía,Cardiovascular y Respiratorio,Las válvulas semilunares cardiacas:,Permiten el flujo de sangre unidireccional desde las aurículas a los ventrículos evitando el flujo retrógrado.,Favorecen el flujo de sangre retrógrado desde los ventrículos hacia las aurículas.,Permiten el flujo de sangre unidireccional desde los ventrículos a la aorta y a la arteria pulmonar evitando el flujo retrógrado.,Favorecen el flujo de sangre retrógrado desde la aorta y la arteria pulmonar a los ventrículos.,3
2025,13,Fisiología y Anatomía,Sistema Nervioso y Sentidos,Acerca del efecto cronotrópico del sistema nervioso autónomo en el corazón:,"La estimulación del sistema nervioso simpático tiene efecto cronotrópico positivo, mientras que la estimulación del parasimpático tiene efecto cronotrópico negativo.","La estimulación del sistema nervioso simpático tiene efecto cronotrópico negativo, mientras que la estimulación del parasimpático tiene efecto cronotrópico positivo.",Solo el sistema nervioso simpático tiene efectos cronotrópicos.,Solo el sistema nervioso parasimpático tiene efectos cronotrópicos.,1
2025,14,Fisiología y Anatomía,Cardiovascular y Respiratorio,En relación con la regulación de la presión arterial mediante el sistema reninaangiotensina-aldosterona:,El incremento de la presión arterial induce la secreción de renina.,La renina es una enzima que cataliza la conversión de angiotensina I en angiotensina II.,La angiotensina II estimula la secreción de aldosterona.,La aldosterona reduce la reabsorción renal de Na+.,3
2025,15,Fisiología y Anatomía,Cardiovascular y Respiratorio,"En relación con el sistema linfático, ¿cuál de las siguientes afirmaciones es FALSA?:",Permite la recuperación de líquido intersticial hacia la sangre.,NO participa en la recuperación de proteínas hacia la sangre.,Los vasos linfáticos tienen músculo liso en su pared.,Los capilares linfáticos tienen válvulas unidireccionales.,2
2025,16,Fisiología y Anatomía,Endocrino y Reproductor,Las células de Sertoli:,Inhiben la espermatogénesis.,Carecen de receptores para la hormona folículo estimulante (FSH).,Secretan inhibina.,Facilitan la difusión libre de solutos plasmáticos hasta las espermátidas.,3
2025,17,Fisiología y Anatomía,Endocrino y Reproductor,En el ciclo endometrial:,La progesterona es responsable de la fase proliferativa.,La fase secretora se inicia tras la ovulación.,La elevación de progesterona induce la menstruación.,La fase proliferativa finaliza con la menstruación.,2
2025,18,Fisiología y Anatomía,Endocrino y Reproductor,La secreción de hormona luteinizante (LH) se inhibe por:,Testosterona.,Activina.,Estradiol al final de la fase folicular ovárica.,La secreción pulsátil de hormona liberadora de gonadotropinas (GnRH).,1
2025,19,Fisiología y Anatomía,Endocrino y Reproductor,La progesterona:,Reduce la actividad contráctil uterina.,Potencia la galactopoyesis inducida por la prolactina.,Circula disuelta libre en plasma en un 90%.,"En el embrión, es la hormona responsable del desarrollo testicular.",1
2025,20,Bioquímica y Biología Molecular,Metabolismo Energético,La somatomamotropina coriónica humana:,Inhibe el crecimiento.,Reduce la utilización de glucosa por la embarazada.,Aumenta el depósito de ácidos grasos en adipocitos.,Sus niveles séricos maternos caen al avanzar el embarazo.,2
2025,21,Fisiología y Anatomía,Renal y Digestivo,Los vómitos o emesis:,Inducen acidosis metabólica.,Es un reflejo regulado desde el hipotálamo.,Pueden generar alcalosis metabólica.,"La anestesia general, morfina y algunos fármacos, como los digitálicos, los inhiben.",3
2025,22,Fisiología y Anatomía,Renal y Digestivo,La acción de la somatostatina a nivel gástrico es:,Inhibir la secreción de ácido clorhídrico.,Estimular la secreción de gastrina.,"Estimular la adenilato ciclasa, elevando el AMPc.",Potenciar la liberación de histamina.,1
2025,23,Bioquímica y Biología Molecular,"Proteínas, Enzimas y Aminoácidos",La obstrucción de los conductos pancreáticos por tapones mucosos en la fibrosis quística se debe a:,Un aumento de la secreción hidroelectrolítica pancreática.,Un déficit congénito de canales epiteliales de Cl- en la membrana apical.,"Un incremento de la secreción pancreática orgánica, fundamentalmente de bicarbonato.",Un exceso del componente enzimático de la secreción pancreática.,2
2025,24,Biología Celular e Histología,Membrana y Tráfico,"Con respecto a la vesícula biliar, es CIER- TO que:",Sintetiza las sales biliares y los pigmentos de la bilis.,Almacena la bilis y la diluye secretando agua y reabsorbiendo iones.,Pueden aparecer cálculos biliares o cristales de colesterol (colelitiasis o litiasis biliar) por falta de sales biliares.,"El principal pigmento que produce, la bilirrubina, es responsable de la digestión y absorción de grasas.",3
2025,25,Fisiología y Anatomía,Renal y Digestivo,"A nivel intestinal, es CIERTO que:",En el íleon y el intestino grueso se produce secreción de bicarbonato y absorción de Cl-.,"En diarreas extremas, secretoras o infecciosas, se inhibe la formación de AMPc, lo que potencia la apertura de canales de Cl- en el epitelio intestinal.","A nivel intestinal, la aldosterona potencia la absorción de K+ y la secreción de Na+.",El Na+ es transportado pasivamente a través de la membrana intestinal.,1
2025,26,Bioquímica y Biología Molecular,Metabolismo Energético,"En relación con la Vitamina D, señale la función más importante:",Estimular la absorción digestiva de Ca2+.,Inhibir el depósito óseo de Ca2+.,Estimular la reabsorción renal de Na+.,Estimular la excreción renal de Ca2+.,1
2025,27,Fisiología y Anatomía,Renal y Digestivo,Señale qué determinación de aclaramiento renal es la más adecuada para estimar la tasa de filtración glomerular:,Inulina.,Urea.,Glucosa.,Ácido paraaminohipúrico.,1
2025,28,Fisiología y Anatomía,Endocrino y Reproductor,Señale la sustancia fisiológicamente más importante para regular la osmolaridad del plasma:,Arginina vasopresina u hormona antidiurética (ADH).,Péptido natriurético atrial.,Aldosterona.,Angiotensina II.,1
2025,29,Fisiología y Anatomía,Renal y Digestivo,Señale el mecanismo implicado en el concepto “transporte tubular máximo” de la glucosa en el riñón:,Saturación del cotransportador Na+- glucosa.,Inhibición de la ATPasa de Ca2+.,Estimulación de la secreción tubular de glucosa.,Saturación del intercambio Na+- H+.,1
2025,30,Fisiología y Anatomía,Renal y Digestivo,Señale la respuesta fisiológica ante una situación de alcalosis metabólica:,Aumento de la presión parcial de CO2 y de la bicarbonaturia.,"Disminución de la presión parcial de CO2, de la bicarbonaturia y de la cetonemia.",Disminución de la concentración plasmática de K+ (kalemia) y aumento de la de Na+ (natremia).,"Aumento de la presión parcial de O2, de la bicarbonatemia y de la cetonuria.",1
2025,31,Fisiología y Anatomía,Renal y Digestivo,¿Cuál es la osmolaridad (mOsm/L) de una solución que contiene NaCl 100 milimolar y CaCl₂ 50 milimolar?:,200.,300.,350.,400.,3
2025,32,Hematología,Hemostasia y Coagulación,¿Cuál de los siguientes factores se asocia más comúnmente con un tiempo de protrombina (TP) prolongado y un tiempo de hemorragia normal?:,Enfermedad hepática crónica.,Deficiencia del factor VIII.,Uso de aspirina.,Trombocitopenia congénita.,1
2025,33,Bioquímica y Biología Molecular,"Proteínas, Enzimas y Aminoácidos",¿Qué enzima eritrocítica facilita el transporte de CO2?:,Mieloperoxidasa.,Globina reductasa.,Anhidrasa carbónica.,Superóxido dismutasa.,3
2025,34,Hematología,Fisiología y Patología Eritrocitaria,"Después de situar a una persona en una atmósfera con bajo contenido de O2, ¿cuánto tiempo tardan en desarrollarse cifras altas de reticulocitos?:",6 horas.,1 día.,3 días.,2 semanas.,3
2025,35,Inmunología,Inmunidad Adaptativa,¿Cuál es el tratamiento apropiado para un lactante nacido con una forma grave de la eritroblastosis fetal (EHRN)?:,Transfusión de intercambio con sangre de Rh(D) negativo.,Inmunización con antígeno Rh(D).,Transfusión de intercambio con sangre de Rh(D) positivo.,Inmunización pasiva con inmunoglobulina anti-Rh(D).,1
2025,36,Fisiología y Anatomía,Cardiovascular y Respiratorio,¿Qué efecto tiene la acidosis metabólica sobre la ventilación?:,Hipoventilación compensadora.,Estimulación de quimiorreceptores centrales para disminuir la ventilación.,Estimulación de quimiorreceptores periféricos para aumentar la ventilación.,Disminución del volumen minuto del aire inspirado.,3
2025,37,Fisiología y Anatomía,Cardiovascular y Respiratorio,¿Cuál es el principal determinante de la difusión de O₂ a través de la membrana alveolocapilar?:,El gradiente de presión de CO₂.,El hematocrito.,La solubilidad del O₂ en plasma.,La diferencia de presión parcial de O₂.,4
2025,38,Fisiología y Anatomía,Cardiovascular y Respiratorio,¿Qué ocurre con la ventilación alveolar si aumenta el espacio muerto fisiológico?:,Aumenta la eficiencia del intercambio gaseoso.,Disminuye la ventilación de los alveolos que participan en el intercambio efectivo de gases.,Mejora la oxigenación arterial.,NO se ve afectada la ventilación alveolar efectiva.,2
2025,39,Fisiología y Anatomía,Cardiovascular y Respiratorio,¿Cuál de los siguientes factores desplaza la curva de disociación oxígenohemoglobina hacia la derecha?:,Disminución de la temperatura.,Aumento del pH.,"Disminución de la concentración de 2,3- BPG.",Aumento de la presión parcial de CO₂.,4
2025,40,Fisiología y Anatomía,Cardiovascular y Respiratorio,¿Cuál de los siguientes factores limita principalmente la difusión de O₂ desde los alvéolos a la sangre capilar pulmonar durante el ejercicio máximo en un individuo sano?:,Disminución del gradiente de presión parcial de O₂.,Aumento del grosor de la membrana alveolocapilar.,Reducción del tiempo de tránsito capilar.,Disminución de la superficie alveolar disponible.,3
2025,41,Fisiología y Anatomía,Endocrino y Reproductor,"Dentro de los períodos del desarrollo intrauterino en el humano, ¿hasta qué momento se extiende el período embrionario?:",Hasta el momento del nacimiento.,Hasta que el embarazo se considera a término (a partir de la semana 38).,Hasta la octava semana del desarrollo.,Hasta la implantación del embrión en la segunda semana de desarrollo.,3
2025,42,Fisiología y Anatomía,Renal y Digestivo,¿Cuál de las siguientes estructuras ocupa transitoriamente el espesor del cordón umbilical durante el desarrollo humano (hernia umbilical fisiológica)?:,Hígado.,Intestino.,Bazo.,Riñones.,2
2025,43,Biología Celular e Histología,Histología Humana,¿Cuál de las siguientes estructuras participa en la formación del esqueleto facial humano?:,El primer arco faríngeo (branquial).,El cuerpo últimofaringeo (últimobranquial).,La tercera hendidura faríngea (branquial).,La tercera bolsa faríngea (branquial).,1
2025,44,Fisiología y Anatomía,Cardiovascular y Respiratorio,"Durante el desarrollo cardíaco humano, ¿a qué se corresponde el agujero oval (foramen oval)?:",Al orificio de comunicación interventricular.,Al orificio de comunicación interauricular.,Al orificio de comunicación aurículoventricular.,Al orificio de comunicación entre ventrículo izquierdo y arteria aorta.,2
2025,45,Fisiología y Anatomía,Renal y Digestivo,¿Cuál de las siguientes estructuras deriva embriológicamente de los conductos paramesonéfricos (de Müller) en el humano?:,Estómago.,Recto.,Testículo.,Útero.,4
2025,46,Fisiología y Anatomía,Renal y Digestivo,¿Cómo se introduce la glucosa en las células epiteliales del intestino delgado desde el lumen intestinal?:,Por difusión simple.,"Por difusión facilitada, a través del uniportador GLUT5.",Mediante el simportador de Na+/glucosa.,"Por transporte activo, mediante bombas de tipo V.",3
2025,47,Bioquímica y Biología Molecular,"Proteínas, Enzimas y Aminoácidos",¿Cuál de las siguientes proteínas nuclea la generación de ramificaciones en los filamentos de actina?:,La -actinina.,El complejo Arp2/3.,La profilina.,La cofilina.,2
2025,48,Bioquímica y Biología Molecular,"Proteínas, Enzimas y Aminoácidos",¿En cuál de los siguientes procesos interviene la partícula de reconocimiento de señal (SRP)?:,Direccionamiento de ribosomas que están sintetizando un polipéptido desde el citosol hacia la membrana del retículo endoplasmático rugoso.,Translocación completa del polipéptido a través de la membrana del retículo endoplasmático durante la traducción.,Escisión de la secuencia señal de proteínas recién sintetizadas que se produce en el interior del retículo endoplasmático.,Unión en el lumen del retículo endoplasmático a segmentos del polipéptido en translocación para evitar su retroceso hacia el citoplasma.,1
2025,49,Bioquímica y Biología Molecular,"Proteínas, Enzimas y Aminoácidos","En el contexto de la señalización celular, ¿cómo se activan las proteínas de unión a GTP o proteínas G?:","Por la acción de proteínas quinasas específicas, que fosforilan a la proteína G.","Por la acción de las GAP (proteína activadora de la actividad GTPasa), que promueven un aumento de la actividad GTPasa de la proteína G.","Por la acción de las GEF (factor intercambiador de nucleótidos de guanina), que promueven que la proteína G se disocie de GDP.","La activación de las proteínas G NO está regulada, ya que son activas de forma constitutiva.",3
2025,50,Biología Celular e Histología,Membrana y Tráfico,"En el contexto del tráfico vesicular, ¿qué mecanismo regula que una vesícula se dirija a un compartimento diana específico?:",Las proteínas de cubierta como la clatrina se unen a receptores del compartimento diana.,La interacción de proteínas Rab activas con efectores presentes en el compartimento diana.,El reconocimiento directo de proteínas de carga por receptores de membrana del compartimento diana.,El transporte vesicular NO requiere mecanismos específicos de direccionamiento.,2
2025,51,Bioquímica y Biología Molecular,"Proteínas, Enzimas y Aminoácidos",Las enzimas lisosómicas se fosforilan en:,El compartimento trans-Golgi.,El compartimento cis-Golgi.,El compartimento intermedio-Golgi.,El retículo endoplasmático rugoso.,2
2025,52,Bioquímica y Biología Molecular,Procesos Moleculares,El complejo promotor de la fase M se activa:,Tras el alineamiento cromosómico durante la mitosis.,En la transición de G2 a M.,En la fase G1.,En la transición de la fase S a G2.,2
2025,53,Biología Celular e Histología,"Orgánulos, Citoesqueleto y Matriz",Una pequeña proporción de las proteínas mitocondriales es sintetizada en los ribosomas:,Del retículo endoplasmático rugoso.,De la envoltura nuclear.,De la matriz mitocondrial.,Del núcleo celular.,3
2025,54,Bioquímica y Biología Molecular,"Proteínas, Enzimas y Aminoácidos",La proteína clave que nuclea el ensamblaje de microtúbulos en el centrosoma es:,La β-tubulina.,La α- tubulina.,La γ-tubulina.,La αβ-tubulina.,3
2025,55,Biología Celular e Histología,Histología Humana,¿Cómo se clasifica el epitelio de la tráquea?:,Epitelio cilíndrico simple ciliado con células caliciformes.,Epitelio cilíndrico seudoestratificado ciliado con células caliciformes.,Epitelio cilíndrico seudoestratificado con chapa estriada con células caliciformes.,Epitelio cilíndrico simple con chapa estriada con células caliciformes.,2
2025,56,Biología Celular e Histología,"Orgánulos, Citoesqueleto y Matriz",¿Qué tipo de colágeno forma las fibras reticulares?:,Tipo I.,Tipo II.,Tipo III.,Tipo IV.,3
2025,57,Biología Celular e Histología,Histología Humana,¿Qué tipo de cartílago tienen la epiglotis y el pabellón auricular?:,Cartílago elástico.,Fibrocartílago.,Cartílago hialino.,Cartílago endocondral.,1
2025,58,Fisiología y Anatomía,Sistema Nervioso y Sentidos,¿Dónde almacenan Ca2+ los miocitos del músculo estriado esquelético?:,En la sarcómera.,En los túbulos T.,En el retículo sarcoplasmático.,En el Golgi.,3
2025,59,Biología Celular e Histología,Histología Humana,El término específico endotelio se aplica al:,Epitelio simple cilíndrico con microvellosidades que tapiza el intestino delgado.,Epitelio simple plano que tapiza los vasos sanguíneos y linfáticos.,Epitelio seudoestratificado que tapiza las vías urinarias.,Epitelio cilíndrico ciliado que tapiza el oviducto.,2
2025,60,Biología Celular e Histología,"Orgánulos, Citoesqueleto y Matriz",¿Cuál de las siguientes células puede sintetizar fibras de colágeno y demás componentes de la matriz extracelular del tejido conjuntivo?:,Fibroblastos.,Mastocitos.,Adipocitos.,Células plasmáticas.,1
2025,61,Biología Celular e Histología,Histología Humana,Indique la respuesta VERDADERA acerca del tejido muscular esquelético:,La membrana plasmática o sarcolema de las células musculares esqueléticas presenta invaginaciones llamadas caveolas.,Las células musculares esqueléticas se asocian entre sí mediante complejos de unión denominados discos intercalares o intercalados.,La unidad funcional contráctil básica de las células musculares esqueléticas es el sarcómero o sarcómera.,Los miofilamentos finos están insertados en los cuerpos densos que son estructuras asociadas al citoplasma y a la membrana plasmática.,3
2025,62,Biología Celular e Histología,Histología Humana,¿Cuál de las siguientes células del hueso deriva de células progenitoras hematopoyéticas mononucleares?:,Células osteoprogenitoras o preosteoblastos.,Osteoblastos.,Osteocitos.,Osteoclastos.,4
2025,63,Inmunología,Inmunidad Innata y Complemento,Los tipos de agranulocitos de la sangre son:,Basófilos y monocitos.,Eosinófilos y linfocitos.,Neutrófilos y basófilos.,Linfocitos y monocitos.,4
2025,64,Fisiología y Anatomía,Renal y Digestivo,Las Placas de Peyer son propias de:,Estómago.,Esófago.,Íleon.,Colon.,3
2025,65,Biología Celular e Histología,Histología Humana,El epitelio del endocardio se caracteriza por:,Presentar varias capas de células planas.,Presentar células cilíndricas en una sola capa.,Presentar células ciliadas en algunas ocasiones.,Presentar una capa de células planas.,4
2025,66,Biología Celular e Histología,"Orgánulos, Citoesqueleto y Matriz",El fibroblasto es la célula más abundante de:,Tejido conectivo.,Tejido epitelial.,Sangre.,Tejido muscular.,1
2025,67,Hematología,Serie Blanca y Neoplasias,Los pericitos son:,Estructuras linfoides propias de la cavidad bucal.,Células de sostén asociadas a folículos pilosos.,Células presentes en el epitelio traqueal.,Células que rodean a ciertos vasos sanguíneos.,4
2025,68,Inmunología,Inmunidad Adaptativa,¿Cuál de los siguientes tipos celulares es un fagocito?:,Célula plasmática.,Célula endocítica.,Linfocito T CD4+.,Neutrófilo.,4
2025,69,Inmunología,Inmunidad Adaptativa,¿Cuál de las siguientes inmunoglobulinas (Ig) participa en la opsonización clásica?:,Ig D.,Ig E.,Ig G.,Ig R.,3
2025,70,Fisiología y Anatomía,Sistema Nervioso y Sentidos,¿De las siguientes moléculas cuál sería un receptor de macrófagos que permite fagocitar bacterias?:,TLR3.,CR3.,C9.,IL6R.,2
2025,71,Inmunología,Inmunidad Adaptativa,¿Cuál de las siguientes afirmaciones sobre la tolerancia inmunológica a uno mismo (autotolerancia) es CORRECTA?:,"La autotolerancia de los linfocitos B, pero no de los linfocitos T, se adquiere en las primeras etapas de su desarrollo, antes de la expresión del receptor de antígeno (BCR).","La autotolerancia de los linfocitos T, pero no de los linfocitos B, se adquiere en las primeras etapas de su desarrollo, antes de la expresión del receptor de antígeno (TCR).","La autotolerancia de los linfocitos T y B se adquiere en las últimas etapas de su desarrollo, pero es independiente de la exposición a antígenos.",La autotolerancia de los linfocitos se adquiere en las últimas etapas de su desarrollo y depende de la exposición a antígenos propios.,4
2025,72,Inmunología,Inmunidad Adaptativa,¿Cuál es la función principal de los linfocitos T reguladores (Treg)?:,Favorecer la activación de linfocitos B.,Inhibir respuestas inmunitarias excesivas y mantener la tolerancia periférica.,Estimular la producción de anticuerpos IgE.,Activar macrófagos en respuesta a infecciones intracelulares.,2
2025,73,Inmunología,Inmunopatología,¿Cuál es el principal mediador inflamatorio liberado por los mastocitos en reacciones de hipersensibilidad inmediata (tipo I)?:,Interferón γ.,IL-2.,Histamina.,Factor de necrosis tumoral β.,3
2025,74,Fisiología y Anatomía,Sistema Nervioso y Sentidos,¿Cuál de los siguientes receptores reconoce patrones moleculares asociados a patógenos (PAMPs)?:,Receptor de células T (TCR).,Receptor de células B (BCR).,Receptores tipo Toll (TLR).,CD28.,3
2025,75,Inmunología,Inmunidad Adaptativa,La recombinación somática de genes en los linfocitos B y T depende de:,RAG1/RAG2.,TAP.,CD3.,CD45.,1
2025,76,Inmunología,Inmunidad Adaptativa,¿Qué molécula o tipo celular media las reacciones de hipersensibilidad tipo IV o retardada?:,Anticuerpos IgM.,Complemento.,Mastocitos.,Linfocitos T.,4
2025,77,Inmunología,Inmunopatología,"¿Cuál de los siguientes mediadores que liberan los mastocitos durante una anafilaxia, se encuentra preformado en los gránulos de dicha célula?:",Leucotrienos C4.,Prostaglandinas.,Triptasa.,Tromboxanos.,3
2025,78,Inmunología,Inmunidad Adaptativa,¿Cuál de los siguientes enunciados respecto a una reacción alérgica es INCO- RRECTO?:,En las reacciones alérgicas es clave la activación de linfocitos T productores de IL17.,Es una reacción inmunológica que ocurre típicamente en dos fases: fase de sensibilización y fase efectora.,"Las reacciones alérgicas pueden manifestarse clínicamente desde prurito y afectación cutánea aislada, hasta shock anafiláctico.",Se trata típicamente de una respuesta inmune efectora de tipo 2.,1
2025,80,Fisiología y Anatomía,Sistema Nervioso y Sentidos,¿Cuál de los siguientes receptores “Tolllike” o TLRs NO se encuentra en la superficie celular (membrana plasmática) en células de mamíferos?:,TLR1.,TLR2.,TLR3.,TLR4.,3
2025,81,Inmunología,Inmunidad Adaptativa,¿Cuál de los siguientes mecanismos inmunológicos NO forma parte típicamente de la tolerancia central a los autoantígenos en los linfocitos T y/o B?:,Apoptosis de células T inmaduras que reconocen autoantígenos.,Edición de receptores de los linfocitos B.,Cambio de isotipo de autoanticuerpos por parte de los linfocitos B.,Desarrollo de linfocitos T CD4+ reguladores con función supresora.,3
2025,82,Inmunología,Inmunopatología,Las alergias alimentarias a muchas proteínas diferentes se deben mayoritariamente a respuestas inmunitarias:,IgE independientes.,"Th2, IgE dependientes.",IgA dependientes.,M1 dependientes.,2
2025,83,Inmunología,Inmunidad Adaptativa,"¿Qué tipo de linfocitos se expanden predominantemente y se asocian con la respuesta inmunitaria adaptativa inicial, específica frente a péptidos del VIH, en la infección por este retrovirus?:",T CD4+.,NK.,T CD8+.,T CD4+ naïve.,3
2025,84,Inmunología,Inmunidad Adaptativa,¿Qué nombre recibe el proceso de eliminación de linfocitos que subyace al evento de tolerancia central frente a los antígenos propios?:,Selección positiva.,Progresión aclonal.,Selección negativa.,Progresión clonal.,3
2025,85,Bioquímica y Biología Molecular,Procesos Moleculares,"¿Identifique uno de los factores principales implicado en la regulación negativa de las vías de señalización JAK-STAT, que actúa de adaptador para la actividad de la E3-ligasa?:",SOCS.,TYK2.,NF-κB.,Runx2.,1
2025,86,Inmunología,Inmunidad Adaptativa,¿Cómo se denomina la inmunodeficiencia causada por la deficiencia en el complejo mayor de histocompatibilidad (MHC) clase Il?:,Síndrome de Omenn.,Síndrome linfoproliferativo.,Inmunodeficiencia severa combinada PNP.,Síndrome del linfocito desnudo.,4
2025,87,Inmunología,Inmunidad Adaptativa,¿Cuál de las siguientes moléculas de membrana NO actúa como molécula correceptora para la señalización del receptor de las células T (TCR)?:,CD4.,CD8α.,CD8β.,MHC-II.,4
2025,88,Inmunología,Inmunidad Adaptativa,¿Cuál es considerado un linfocito T no convencional?:,Linfocitos T reguladores (Treg).,Linfocitos CD8αβ.,Linfocitos T.,Linfocitos Th1.,3
2025,89,Inmunología,Inmunidad Adaptativa,¿Para qué subtipo de célula T se ha encontrado una relación entre su hiperfuncionalidad y la inducción de artritis reumatoide?:,Treg.,Th2.,Th3.,Th17.,4
2025,90,Inmunología,Inmunidad Innata y Complemento,"¿Qué tipo de célula linfoide innata secreta las citoquinas IL-4, IL-5 e IL-13 y juega un papel relevante en la propagación temprana de la respuesta alérgica?:",Th2.,Treg.,ILC2.,ILC3.,3
2025,91,Hematología,Serie Blanca y Neoplasias,¿Qué tipo de célula linfoide ha sido descrita clásicamente como una potente fuente de la citoquina inmunomoduladora IL-10?:,Célula plasmática.,Células T reguladoras (Treg).,Macrófagos de tipo M1.,Células dendríticas convencionales de tipo 1 (DC1).,2
2025,92,Inmunología,Inmunidad Adaptativa,Indique la opción CORRECTA sobre los linfocitos T reguladores inducidos por inmunización oral o nasal:,No expresan FOXP3.,Son linfocitos T reguladores que se inducen a nivel de mucosa y actúan a nivel sistémico.,Se inducen gracias a la acción de IL-6 e IL-23 junto con el ácido retinoico.,Su inducción se emplea como tratamiento clínico aprobado frente a enfermedades autoinmunes como la esclerosis múltiple.,2
2025,93,Bioquímica y Biología Molecular,Procesos Moleculares,¿Cuál de los siguientes es un factor de transcripción que identifica las células B extrafoliculares?:,BCL-2.,ICOS.,BLIMP1.,CTLA-4.,3
2025,94,Inmunología,Inmunidad Adaptativa,Un linfocito B puede activarse al reconocer un antígeno extraño a través de los siguientes receptores/moléculas de superficie EXCEPTO:,Receptor de complemento 2 (CR2).,Receptor de la célula B.,Receptores tipo Toll.,CD18.,4
2025,96,Inmunología,Inmunidad Adaptativa,Respecto a los adyuvantes indique la opción CORRECTA:,Estimulan de forma potente las respuestas de linfocitos T frente a antígenos proteicos purificados.,Se emplean de forma profusa en el diseño de vacunas con microorganismos vivos atenuados.,No modulan la expresión de moléculas de histocompatibilidad en las células presentadoras de antígeno.,El adyuvante completo de Freund se utiliza en el desarrollo de vacunas de gripe.,1
2025,97,Estadística y Metodología,Bioestadística,"De una muestra de 100 casos de una variable categórica, hemos calculado la proporción (p) de los que cumplen una condición que resulta cercana al 10%. El error estándar (o desviación típica del estimador) de p es:",𝒑(𝟏−𝒑).,√𝒑(𝟏−𝒑)/𝟏𝟎𝟎.,𝒑(𝟏−𝒑)/𝟏𝟎.,𝒑/𝟏𝟎.,2
2025,98,Estadística y Metodología,Bioestadística,La distribución apropiada para modelar una variable que consiste en contar el número de defectos que se observan en una muestra de tejido es:,La distribución de Poisson.,La distribución Normal estándar.,La distribución Binomial Negativa.,La distribución Binomial.,1
2025,99,Estadística y Metodología,Bioestadística,La distribución que debemos utilizar para calcular la región de aceptación/rechazo para un test de hipótesis de igualdad de varianzas entre dos poblaciones normales con n1 y n2 datos respectivamente es:,La distribución t de Student con n1+n2-2 grados de libertad.,La distribución Chi-cuadrado con n1+n2- 2 grados de libertad.,La distribución normal con media cero y varianza igual a n1/n2.,La distribución F con n1-1 y n2-1 grados de libertad.,4
2025,100,Inmunología,Inmunidad Adaptativa,"La prevalencia de una enfermedad en una región es del 10%. Afortunadamente, disponemos de una vacuna muy efectiva ya que la probabilidad de sufrir la enfermedad habiendo sido vacunado es del 0,01. El proceso de vacunación ha cubierto al 90% de la población. Con estas condiciones, ¿cuál es la probabilidad de haber sido vacunado para un individuo que sabemos sufre la enfermedad?:","0,10.","0,09.","0,03.","0,01.",2
2025,101,Microbiología y Parasitología,Bacteriología,Indica cuál de las siguientes afirmaciones sobre los plásmidos es VERDADERA:,Son fragmentos de ARN que se integran en el genoma bacteriano y no pueden replicarse por sí mismos.,Son moléculas circulares de ADN que se replican independientemente del ADN cromosómico y pueden portar genes de resistencia a antibióticos.,Solo se encuentran en organismos eucariotas y no tienen aplicación en biotecnología.,"No pueden transferirse entre bacterias, ya que están ligados permanentemente a una sola célula.",2
2025,102,Bioquímica y Biología Molecular,"Proteínas, Enzimas y Aminoácidos",Indica cuál de las siguientes afirmaciones sobre las enzimas de restricción es VER- DADERA:,Las enzimas de restricción tipo I cortan el ADN exactamente en el sitio de reconocimiento.,"La abreviatura ""Eco"" en EcoRI indica que la enzima proviene de la cepa R de Haemophilus influenzae.",Las enzimas de restricción tipo III cortan el ADN a más de 1.000 pares de bases del sitio de reconocimiento.,Las enzimas de restricción tipo II son las más utilizadas en ingeniería genética porque cortan dentro del sitio de reconocimiento.,4
2025,103,Bioquímica y Biología Molecular,Procesos Moleculares,¿Cuál de los siguientes componentes es esencial para llevar a cabo una reacción de amplificación de ADN como la PCR?:,Una secuencia de ARN mensajero de al menos 3.000 bp.,Una ADN polimerasa que se inactiva a temperaturas superiores a 50ºC.,Dos cebadores complementarios a regiones flanqueantes de la secuencia objetivo.,Un tampón de reacción que contiene factores de transcripción.,3
2025,104,Bioquímica y Biología Molecular,Procesos Moleculares,¿Cuál de las siguientes afirmaciones sobre las ADN polimerasas utilizadas en la PCR es CORRECTA?:,"La Taq polimerasa posee actividad correctora 3'→5', lo que garantiza una alta fidelidad en la replicación.","La ADN polimerasa Pfu, utilizada en la PCR, carece de actividad correctora, pero añade adeninas al final de las cadenas.",Todas las ADN polimerasas termoestables provienen de bacterias del dominio Bacteria.,Las ADN polimerasas termoestables permiten automatizar el ciclo de PCR sin necesidad de añadir enzima en cada ciclo.,4
2025,105,Bioquímica y Biología Molecular,Procesos Moleculares,¿Cuál de las siguientes afirmaciones sobre la transcripción del ADN es CORRECTA?:,La ARN polimerasa lee la cadena codificante en dirección 3’→5’ y sintetiza el ARNm en dirección 5’→3’.,"La ARN polimerasa se desplaza en dirección 5’→3’ sobre la cadena codificante, pero lee la cadena molde en dirección 3’→5’.",La secuencia del ARNm es complementaria a la cadena codificante del ADN.,"La ARN polimerasa sintetiza el ARNm en dirección 3’→5’, igual que la lectura de la cadena molde.",2
